index,lower,upper
1781,337099/16000000000000000000000000000000,674303/32000000000000000000000000000000
1782,130691/6400000000000000000000000000000,16339/800000000000000000000000000000
1783,12667/640000000000000000000000000000,126691/6400000000000000000000000000000
1784,613863/32000000000000000000000000000000,38373/2000000000000000000000000000000
1785,18593/1000000000000000000000000000000,595081/32000000000000000000000000000000
1786,57667/3200000000000000000000000000000,23071/1280000000000000000000000000000
1787,558927/32000000000000000000000000000000,69879/4000000000000000000000000000000
1788,54173/3200000000000000000000000000000,108367/6400000000000000000000000000000
1789,262531/16000000000000000000000000000000,525167/32000000000000000000000000000000
1790,508907/32000000000000000000000000000000,127253/8000000000000000000000000000000
1791,493249/32000000000000000000000000000000,246677/16000000000000000000000000000000
1792,478073/32000000000000000000000000000000,239089/16000000000000000000000000000000
1793,115841/8000000000000000000000000000000,463469/32000000000000000000000000000000
1794,449107/32000000000000000000000000000000,112303/8000000000000000000000000000000
1795,435289/32000000000000000000000000000000,217697/16000000000000000000000000000000
1796,52737/4000000000000000000000000000000,422001/32000000000000000000000000000000
1797,81783/6400000000000000000000000000000,20451/1600000000000000000000000000000
1798,198167/16000000000000000000000000000000,198219/16000000000000000000000000000000
1799,19207/1600000000000000000000000000000,96061/8000000000000000000000000000000
1800,372321/32000000000000000000000000000000,14897/1280000000000000000000000000000
1801,72173/6400000000000000000000000000000,360969/32000000000000000000000000000000
1802,174881/16000000000000000000000000000000,174933/16000000000000000000000000000000
1803,339/32000000000000000000000000000,10597/1000000000000000000000000000000
1804,32857/3200000000000000000000000000000,164337/16000000000000000000000000000000
1805,15923/1600000000000000000000000000000,79641/8000000000000000000000000000000
1806,154331/16000000000000000000000000000000,154383/16000000000000000000000000000000
1807,59833/6400000000000000000000000000000,299269/32000000000000000000000000000000
1808,7249/800000000000000000000000000000,18129/2000000000000000000000000000000
1809,140519/16000000000000000000000000000000,140571/16000000000000000000000000000000
1810,272391/32000000000000000000000000000000,54499/6400000000000000000000000000000
1811,26401/3200000000000000000000000000000,132057/16000000000000000000000000000000
1812,255887/32000000000000000000000000000000,255991/32000000000000000000000000000000
1813,124007/16000000000000000000000000000000,124059/16000000000000000000000000000000
1814,240383/32000000000000000000000000000000,240487/32000000000000000000000000000000
1815,232987/32000000000000000000000000000000,233091/32000000000000000000000000000000
1816,112909/16000000000000000000000000000000,112961/16000000000000000000000000000000
1817,21887/3200000000000000000000000000000,109487/16000000000000000000000000000000
1818,26517/4000000000000000000000000000000,2653/400000000000000000000000000000
1819,205609/32000000000000000000000000000000,205713/32000000000000000000000000000000
1820,199283/32000000000000000000000000000000,199387/32000000000000000000000000000000
1821,193151/32000000000000000000000000000000,38651/6400000000000000000000000000000
1822,23401/4000000000000000000000000000000,11707/2000000000000000000000000000000
1823,22681/4000000000000000000000000000000,11347/2000000000000000000000000000000
1824,35173/6400000000000000000000000000000,175969/32000000000000000000000000000000
1825,85227/16000000000000000000000000000000,85279/16000000000000000000000000000000
1826,165209/32000000000000000000000000000000,165313/32000000000000000000000000000000
1827,80063/16000000000000000000000000000000,16023/3200000000000000000000000000000
1828,155199/32000000000000000000000000000000,155303/32000000000000000000000000000000
1829,18803/4000000000000000000000000000000,147/31250000000000000000000000000
1830,29159/6400000000000000000000000000000,145899/32000000000000000000000000000000
1831,141309/32000000000000000000000000000000,141413/32000000000000000000000000000000
1832,136961/32000000000000000000000000000000,27413/6400000000000000000000000000000
1833,132747/32000000000000000000000000000000,132851/32000000000000000000000000000000
1834,64331/16000000000000000000000000000000,64383/16000000000000000000000000000000
1835,124703/32000000000000000000000000000000,124807/32000000000000000000000000000000
1836,60433/16000000000000000000000000000000,12097/3200000000000000000000000000000
1837,117147/32000000000000000000000000000000,117251/32000000000000000000000000000000
1838,56771/16000000000000000000000000000000,56823/16000000000000000000000000000000
1839,3439/1000000000000000000000000000000,13769/4000000000000000000000000000000
1840,53331/16000000000000000000000000000000,53383/16000000000000000000000000000000
1841,5169/1600000000000000000000000000000,25871/8000000000000000000000000000000
1842,100199/32000000000000000000000000000000,100303/32000000000000000000000000000000
1843,24279/8000000000000000000000000000000,4861/1600000000000000000000000000000
1844,5883/2000000000000000000000000000000,11779/4000000000000000000000000000000
1845,91231/32000000000000000000000000000000,11417/4000000000000000000000000000000
1846,11053/4000000000000000000000000000000,88529/32000000000000000000000000000000
1847,85703/32000000000000000000000000000000,5363/2000000000000000000000000000000
1848,41533/16000000000000000000000000000000,83171/32000000000000000000000000000000
1849,8051/3200000000000000000000000000000,16123/6400000000000000000000000000000
1850,4877/2000000000000000000000000000000,78137/32000000000000000000000000000000
1851,75631/32000000000000000000000000000000,9467/4000000000000000000000000000000
1852,9163/4000000000000000000000000000000,73409/32000000000000000000000000000000
1853,8881/4000000000000000000000000000000,71153/32000000000000000000000000000000
1854,34431/16000000000000000000000000000000,68967/32000000000000000000000000000000
1855,66743/32000000000000000000000000000000,2089/1000000000000000000000000000000
1856,64689/32000000000000000000000000000000,32397/16000000000000000000000000000000
1857,31349/16000000000000000000000000000000,62803/32000000000000000000000000000000
1858,1899/1000000000000000000000000000000,60873/32000000000000000000000000000000
1859,29449/16000000000000000000000000000000,59003/32000000000000000000000000000000
1860,11417/6400000000000000000000000000000,5719/3200000000000000000000000000000
1861,1729/1000000000000000000000000000000,55433/32000000000000000000000000000000
1862,429/256000000000000000000000000000,5373/3200000000000000000000000000000
1863,2079/1280000000000000000000000000000,651/400000000000000000000000000000
1864,403/256000000000000000000000000000,631/400000000000000000000000000000
1865,1953/1280000000000000000000000000000,4893/3200000000000000000000000000000
1866,23661/16000000000000000000000000000000,47427/32000000000000000000000000000000
1867,22933/16000000000000000000000000000000,45971/32000000000000000000000000000000
1868,22227/16000000000000000000000000000000,44559/32000000000000000000000000000000
1869,21543/16000000000000000000000000000000,43191/32000000000000000000000000000000
1870,261/200000000000000000000000000000,8373/6400000000000000000000000000000
1871,1619/1280000000000000000000000000000,2029/1600000000000000000000000000000
1872,39229/32000000000000000000000000000000,19667/16000000000000000000000000000000
1873,19011/16000000000000000000000000000000,38127/32000000000000000000000000000000
1874,9213/8000000000000000000000000000000,36957/32000000000000000000000000000000
1875,17859/16000000000000000000000000000000,35823/32000000000000000000000000000000
1876,34619/32000000000000000000000000000000,8681/8000000000000000000000000000000
1877,33553/32000000000000000000000000000000,16829/16000000000000000000000000000000
1878,813/800000000000000000000000000000,261/256000000000000000000000000000
1879,31519/32000000000000000000000000000000,3953/4000000000000000000000000000000
1880,30549/32000000000000000000000000000000,15327/16000000000000000000000000000000
1881,29609/32000000000000000000000000000000,14857/16000000000000000000000000000000
1882,14349/16000000000000000000000000000000,28803/32000000000000000000000000000000
1883,5563/6400000000000000000000000000000,349/400000000000000000000000000000
1884,26959/32000000000000000000000000000000,3383/4000000000000000000000000000000
1885,26129/32000000000000000000000000000000,13117/16000000000000000000000000000000
1886,1013/1280000000000000000000000000000,2543/3200000000000000000000000000000
1887,4909/6400000000000000000000000000000,493/640000000000000000000000000000
1888,23789/32000000000000000000000000000000,11947/16000000000000000000000000000000
1889,23057/32000000000000000000000000000000,11581/16000000000000000000000000000000
1890,22347/32000000000000000000000000000000,5613/8000000000000000000000000000000
1891,21659/32000000000000000000000000000000,5441/8000000000000000000000000000000
1892,41/62500000000000000000000000000,21097/32000000000000000000000000000000
1893,10173/16000000000000000000000000000000,20451/32000000000000000000000000000000
