index,lower,upper
2095,0,3/1000000000000000000000000000000
2096,0,3/1000000000000000000000000000000
2097,0,3/1000000000000000000000000000000
2098,0,3/1000000000000000000000000000000
2099,0,3/1000000000000000000000000000000
2100,0,3/1000000000000000000000000000000
2101,0,3/1000000000000000000000000000000
2102,0,3/1000000000000000000000000000000
2103,0,3/1000000000000000000000000000000
2104,0,3/1000000000000000000000000000000
2105,0,3/1000000000000000000000000000000
2106,0,3/1000000000000000000000000000000
2107,0,3/1000000000000000000000000000000
2108,0,3/1000000000000000000000000000000
2109,0,3/1000000000000000000000000000000
2110,0,3/1000000000000000000000000000000
2111,0,3/1000000000000000000000000000000
2112,0,3/1000000000000000000000000000000
2113,0,3/1000000000000000000000000000000
2114,0,3/1000000000000000000000000000000
2115,0,3/1000000000000000000000000000000
2116,0,3/1000000000000000000000000000000
2117,0,3/1000000000000000000000000000000
2118,0,3/1000000000000000000000000000000
2119,0,3/1000000000000000000000000000000
2120,0,3/1000000000000000000000000000000
2121,0,3/1000000000000000000000000000000
2122,0,3/1000000000000000000000000000000
2123,0,3/1000000000000000000000000000000
2124,0,3/1000000000000000000000000000000
2125,0,3/1000000000000000000000000000000
2126,0,3/1000000000000000000000000000000
2127,0,3/1000000000000000000000000000000
2128,0,3/1000000000000000000000000000000
2129,0,3/1000000000000000000000000000000
2130,0,3/1000000000000000000000000000000
2131,0,3/1000000000000000000000000000000
2132,0,3/1000000000000000000000000000000
2133,0,3/1000000000000000000000000000000
2134,0,3/1000000000000000000000000000000
2135,0,3/1000000000000000000000000000000
2136,0,3/1000000000000000000000000000000
2137,0,3/1000000000000000000000000000000
2138,0,3/1000000000000000000000000000000
2139,0,3/1000000000000000000000000000000
2140,0,3/1000000000000000000000000000000
2141,0,3/1000000000000000000000000000000
2142,0,3/1000000000000000000000000000000
2143,0,3/1000000000000000000000000000000
2144,0,3/1000000000000000000000000000000
2145,0,3/1000000000000000000000000000000
2146,0,3/1000000000000000000000000000000
2147,0,3/1000000000000000000000000000000
2148,0,3/1000000000000000000000000000000
2149,0,3/1000000000000000000000000000000
2150,0,3/1000000000000000000000000000000
2151,0,3/1000000000000000000000000000000
2152,0,3/1000000000000000000000000000000
2153,0,3/1000000000000000000000000000000
2154,0,3/1000000000000000000000000000000
2155,0,3/1000000000000000000000000000000
2156,0,3/1000000000000000000000000000000
2157,0,3/1000000000000000000000000000000
2158,0,3/1000000000000000000000000000000
2159,0,3/1000000000000000000000000000000
2160,0,3/1000000000000000000000000000000
2161,0,3/1000000000000000000000000000000
2162,0,3/1000000000000000000000000000000
2163,0,3/1000000000000000000000000000000
2164,0,3/1000000000000000000000000000000
2165,0,3/1000000000000000000000000000000
2166,0,3/1000000000000000000000000000000
2167,0,3/1000000000000000000000000000000
2168,0,3/1000000000000000000000000000000
2169,0,3/1000000000000000000000000000000
2170,0,3/1000000000000000000000000000000
2171,0,3/1000000000000000000000000000000
2172,0,3/1000000000000000000000000000000
2173,0,3/1000000000000000000000000000000
2174,0,3/1000000000000000000000000000000
2175,0,3/1000000000000000000000000000000
2176,0,3/1000000000000000000000000000000
2177,0,3/1000000000000000000000000000000
2178,0,3/1000000000000000000000000000000
2179,0,3/1000000000000000000000000000000
2180,0,3/1000000000000000000000000000000
2181,0,3/1000000000000000000000000000000
2182,0,3/1000000000000000000000000000000
2183,0,3/1000000000000000000000000000000
2184,0,3/1000000000000000000000000000000
2185,0,3/1000000000000000000000000000000
2186,0,3/1000000000000000000000000000000
2187,0,3/1000000000000000000000000000000
2188,0,3/1000000000000000000000000000000
2189,0,3/1000000000000000000000000000000
2190,0,3/1000000000000000000000000000000
2191,0,3/1000000000000000000000000000000
2192,0,3/1000000000000000000000000000000
2193,0,3/1000000000000000000000000000000
2194,0,3/1000000000000000000000000000000
2195,0,3/1000000000000000000000000000000
2196,0,3/1000000000000000000000000000000
2197,0,3/1000000000000000000000000000000
2198,0,3/1000000000000000000000000000000
2199,0,3/1000000000000000000000000000000
2200,0,3/1000000000000000000000000000000
2201,0,3/1000000000000000000000000000000
2202,0,3/1000000000000000000000000000000
2203,0,3/1000000000000000000000000000000
2204,0,3/1000000000000000000000000000000
2205,0,3/1000000000000000000000000000000
2206,0,3/1000000000000000000000000000000
2207,0,3/1000000000000000000000000000000
2208,0,3/1000000000000000000000000000000
2209,0,3/1000000000000000000000000000000
2210,0,3/1000000000000000000000000000000
2211,0,3/1000000000000000000000000000000
2212,0,3/1000000000000000000000000000000
2213,0,3/1000000000000000000000000000000
2214,0,3/1000000000000000000000000000000
2215,0,3/1000000000000000000000000000000
2216,0,3/1000000000000000000000000000000
2217,0,3/1000000000000000000000000000000
2218,0,3/1000000000000000000000000000000
2219,0,3/1000000000000000000000000000000
2220,0,3/1000000000000000000000000000000
2221,0,3/1000000000000000000000000000000
2222,0,3/1000000000000000000000000000000
2223,0,3/1000000000000000000000000000000
2224,0,3/1000000000000000000000000000000
2225,0,3/1000000000000000000000000000000
2226,0,3/1000000000000000000000000000000
2227,0,3/1000000000000000000000000000000
2228,0,3/1000000000000000000000000000000
2229,0,3/1000000000000000000000000000000
2230,0,3/1000000000000000000000000000000
2231,0,3/1000000000000000000000000000000
2232,0,3/1000000000000000000000000000000
2233,0,3/1000000000000000000000000000000
2234,0,3/1000000000000000000000000000000
2235,0,3/1000000000000000000000000000000
2236,0,3/1000000000000000000000000000000
2237,0,3/1000000000000000000000000000000
2238,0,3/1000000000000000000000000000000
2239,0,3/1000000000000000000000000000000
2240,0,3/1000000000000000000000000000000
2241,0,3/1000000000000000000000000000000
2242,0,3/1000000000000000000000000000000
2243,0,3/1000000000000000000000000000000
2244,0,3/1000000000000000000000000000000
2245,0,3/1000000000000000000000000000000
2246,0,3/1000000000000000000000000000000
2247,0,3/1000000000000000000000000000000
2248,0,3/1000000000000000000000000000000
2249,0,3/1000000000000000000000000000000
2250,0,3/1000000000000000000000000000000
2251,0,3/1000000000000000000000000000000
2252,0,3/1000000000000000000000000000000
2253,0,3/1000000000000000000000000000000
2254,0,3/1000000000000000000000000000000
2255,0,3/1000000000000000000000000000000
2256,0,3/1000000000000000000000000000000
2257,0,3/1000000000000000000000000000000
2258,0,3/1000000000000000000000000000000
2259,0,3/1000000000000000000000000000000
2260,0,3/1000000000000000000000000000000
2261,0,3/1000000000000000000000000000000
2262,0,3/1000000000000000000000000000000
2263,0,3/1000000000000000000000000000000
2264,0,3/1000000000000000000000000000000
2265,0,3/1000000000000000000000000000000
2266,0,3/1000000000000000000000000000000
2267,0,3/1000000000000000000000000000000
2268,0,3/1000000000000000000000000000000
2269,0,3/1000000000000000000000000000000
2270,0,3/1000000000000000000000000000000
2271,0,3/1000000000000000000000000000000
2272,0,3/1000000000000000000000000000000
2273,0,3/1000000000000000000000000000000
2274,0,3/1000000000000000000000000000000
2275,0,3/1000000000000000000000000000000
2276,0,3/1000000000000000000000000000000
2277,0,3/1000000000000000000000000000000
2278,0,3/1000000000000000000000000000000
2279,0,3/1000000000000000000000000000000
2280,0,3/1000000000000000000000000000000
2281,0,3/1000000000000000000000000000000
2282,0,3/1000000000000000000000000000000
2283,0,3/1000000000000000000000000000000
2284,0,3/1000000000000000000000000000000
2285,0,3/1000000000000000000000000000000
2286,0,3/1000000000000000000000000000000
2287,0,3/1000000000000000000000000000000
2288,0,3/1000000000000000000000000000000
2289,0,3/1000000000000000000000000000000
2290,0,3/1000000000000000000000000000000
2291,0,3/1000000000000000000000000000000
2292,0,3/1000000000000000000000000000000
2293,0,3/1000000000000000000000000000000
2294,0,3/1000000000000000000000000000000
2295,0,3/1000000000000000000000000000000
2296,0,3/1000000000000000000000000000000
2297,0,3/1000000000000000000000000000000
2298,0,3/1000000000000000000000000000000
2299,0,3/1000000000000000000000000000000
2300,0,3/1000000000000000000000000000000
2301,0,3/1000000000000000000000000000000
2302,0,3/1000000000000000000000000000000
2303,0,3/1000000000000000000000000000000
2304,0,3/1000000000000000000000000000000
2305,0,3/1000000000000000000000000000000
2306,0,3/1000000000000000000000000000000
2307,0,3/1000000000000000000000000000000
2308,0,3/1000000000000000000000000000000
2309,0,3/1000000000000000000000000000000
2310,0,3/1000000000000000000000000000000
2311,0,3/1000000000000000000000000000000
2312,0,3/1000000000000000000000000000000
2313,0,3/1000000000000000000000000000000
2314,0,3/1000000000000000000000000000000
2315,0,3/1000000000000000000000000000000
2316,0,3/1000000000000000000000000000000
2317,0,3/1000000000000000000000000000000
2318,0,3/1000000000000000000000000000000
2319,0,3/1000000000000000000000000000000
2320,0,3/1000000000000000000000000000000
2321,0,3/1000000000000000000000000000000
2322,0,3/1000000000000000000000000000000
2323,0,3/1000000000000000000000000000000
2324,0,3/1000000000000000000000000000000
2325,0,3/1000000000000000000000000000000
2326,0,3/1000000000000000000000000000000
2327,0,3/1000000000000000000000000000000
2328,0,3/1000000000000000000000000000000
2329,0,3/1000000000000000000000000000000
2330,0,3/1000000000000000000000000000000
2331,0,3/1000000000000000000000000000000
2332,0,3/1000000000000000000000000000000
2333,0,3/1000000000000000000000000000000
2334,0,3/1000000000000000000000000000000
2335,0,3/1000000000000000000000000000000
2336,0,3/1000000000000000000000000000000
2337,0,3/1000000000000000000000000000000
2338,0,3/1000000000000000000000000000000
2339,0,3/1000000000000000000000000000000
2340,0,3/1000000000000000000000000000000
2341,0,3/1000000000000000000000000000000
2342,0,3/1000000000000000000000000000000
2343,0,3/1000000000000000000000000000000
2344,0,3/1000000000000000000000000000000
2345,0,3/1000000000000000000000000000000
2346,0,3/1000000000000000000000000000000
2347,0,3/1000000000000000000000000000000
2348,0,3/1000000000000000000000000000000
2349,0,3/1000000000000000000000000000000
2350,0,3/1000000000000000000000000000000
2351,0,3/1000000000000000000000000000000
2352,0,3/1000000000000000000000000000000
2353,0,3/1000000000000000000000000000000
2354,0,3/1000000000000000000000000000000
2355,0,3/1000000000000000000000000000000
2356,0,3/1000000000000000000000000000000
2357,0,3/1000000000000000000000000000000
2358,0,3/1000000000000000000000000000000
2359,0,3/1000000000000000000000000000000
2360,0,3/1000000000000000000000000000000
2361,0,3/1000000000000000000000000000000
2362,0,3/1000000000000000000000000000000
2363,0,3/1000000000000000000000000000000
2364,0,3/1000000000000000000000000000000
2365,0,3/1000000000000000000000000000000
2366,0,3/1000000000000000000000000000000
2367,0,3/1000000000000000000000000000000
2368,0,3/1000000000000000000000000000000
2369,0,3/1000000000000000000000000000000
2370,0,3/1000000000000000000000000000000
2371,0,3/1000000000000000000000000000000
2372,0,3/1000000000000000000000000000000
2373,0,3/1000000000000000000000000000000
2374,0,3/1000000000000000000000000000000
2375,0,3/1000000000000000000000000000000
2376,0,3/1000000000000000000000000000000
2377,0,3/1000000000000000000000000000000
2378,0,3/1000000000000000000000000000000
2379,0,3/1000000000000000000000000000000
2380,0,3/1000000000000000000000000000000
2381,0,3/1000000000000000000000000000000
2382,0,3/1000000000000000000000000000000
2383,0,3/1000000000000000000000000000000
2384,0,3/1000000000000000000000000000000
2385,0,3/1000000000000000000000000000000
2386,0,3/1000000000000000000000000000000
2387,0,3/1000000000000000000000000000000
2388,0,3/1000000000000000000000000000000
2389,0,3/1000000000000000000000000000000
2390,0,3/1000000000000000000000000000000
2391,0,3/1000000000000000000000000000000
2392,0,3/1000000000000000000000000000000
2393,0,3/1000000000000000000000000000000
2394,0,3/1000000000000000000000000000000
2395,0,3/1000000000000000000000000000000
2396,0,3/1000000000000000000000000000000
2397,0,3/1000000000000000000000000000000
2398,0,3/1000000000000000000000000000000
2399,0,3/1000000000000000000000000000000
2400,0,3/1000000000000000000000000000000
2401,0,3/1000000000000000000000000000000
2402,0,3/1000000000000000000000000000000
2403,0,3/1000000000000000000000000000000
2404,0,3/1000000000000000000000000000000
2405,0,3/1000000000000000000000000000000
2406,0,3/1000000000000000000000000000000
2407,0,3/1000000000000000000000000000000
2408,0,3/1000000000000000000000000000000
2409,0,3/1000000000000000000000000000000
2410,0,3/1000000000000000000000000000000
2411,0,3/1000000000000000000000000000000
2412,0,3/1000000000000000000000000000000
2413,0,3/1000000000000000000000000000000
2414,0,3/1000000000000000000000000000000
2415,0,3/1000000000000000000000000000000
2416,0,3/1000000000000000000000000000000
2417,0,3/1000000000000000000000000000000
2418,0,3/1000000000000000000000000000000
2419,0,3/1000000000000000000000000000000
2420,0,3/1000000000000000000000000000000
2421,0,3/1000000000000000000000000000000
2422,0,3/1000000000000000000000000000000
2423,0,3/1000000000000000000000000000000
2424,0,3/1000000000000000000000000000000
2425,0,3/1000000000000000000000000000000
2426,0,3/1000000000000000000000000000000
2427,0,3/1000000000000000000000000000000
2428,0,3/1000000000000000000000000000000
2429,0,3/1000000000000000000000000000000
2430,0,3/1000000000000000000000000000000
